---
source_url: https://www.youtube.com/watch?v=V_jJvPjytSg
source_kind: youtube-transcript
ingested: 2026-07-13
sha256: ff336dc2c0d83d475fa0ca07f86ad406d3ca701588bcac35db9ab13576527d6f
model: faster-whisper / Systran-faster-whisper-tiny / int8
language: zh
duration_seconds: 2928.936000
quality: medium
---

[原始檔案位置: ~/ob_repos/yt-podcast-pipeline/transcripts/V_jJvPjytSg_fw.txt]

注意:
- 來源: 「理財達人秀 EBCmoneyshow」頻道
[1654.34 -> 1655.54] 換研究過G1體
[1655.54 -> 1656.74] 在2014年的時候
[1656.74 -> 1658.74] G1就靠的G1體有翻身
[1658.74 -> 1659.78] 那個時候
[1659.78 -> 1661.30] 華亞科還沒賣掉
[1661.30 -> 1663.38] 這些三塊後來長到三十幾塊
[1663.38 -> 1664.02] 然後呢
[1664.02 -> 1664.98] 立即那個時候
[1664.98 -> 1667.14] 立即店兩塊後來50塊
[1667.14 -> 1668.82] 90塊重新上市這樣
[1668.82 -> 1670.02] 所以我覺得定掉
[1670.02 -> 1672.02] 在產業就是所謂的塔大
[1672.02 -> 1672.98] 有時候呢
[1672.98 -> 1674.42] 像這個巴菲特
[1674.42 -> 1675.62] 他其實也是這樣
[1675.62 -> 1676.82] 他要找護城
[1676.82 -> 1677.22] 對
[1677.22 -> 1678.34] 所以大概這個概念
[1678.34 -> 1679.70] 我覺得產業優勢
[1679.70 -> 1681.22] 然後再做這個
[1681.22 -> 1683.46] 巴特大量的拜訪公司
[1683.46 -> 1684.82] 在上中下有上位
[1684.82 -> 1686.82] 就可以得到一些優勢
[1686.82 -> 1688.34] 所以這是產業對長的優勢
[1688.34 -> 1689.58] 對長我有個問題下
[1689.58 -> 1689.98] 是
[1689.98 -> 1691.14] 就是因為過去
[1691.14 -> 1692.74] 我們有財版國籍的來賓
[1692.74 -> 1693.70] 他們就有一個共同年
[1693.70 -> 1695.86] 就是他們有學過技術分析
[1695.86 -> 1696.02] 是
[1696.02 -> 1697.06] 然後才轉到
[1697.06 -> 1698.50] 是為了產業分析
[1698.50 -> 1698.74] 是
[1698.74 -> 1700.18] 那你中間有這個過程嗎
[1700.18 -> 1701.30] 中間這個過程
[1701.30 -> 1702.66] 就是年輕的時候
[1702.66 -> 1703.86] 喜歡做股票
[1703.86 -> 1705.54] 所以基督分析跟蔡華科那基本上
[1705.54 -> 1706.90] 我覺得都基本夠
[1706.90 -> 1708.98] 所以應該來說是不能編分
[1708.98 -> 1709.78] 產業基本
[1709.78 -> 1711.38] 我把這個列在優先
[1711.38 -> 1713.14] 提拆主群超髮現行
[1713.14 -> 1714.34] 卻一部課
[1714.34 -> 1716.26] 所以說你就算看好
[1716.26 -> 1717.70] 我們曾經去辦公室
[1717.70 -> 1718.58] 然後發現
[1718.58 -> 1719.78] 雷桃板滿很多
[1719.78 -> 1720.98] 特定的鑽傷
[1720.98 -> 1722.82] 結果發現會波走了
[1722.82 -> 1723.06] 是
[1723.06 -> 1724.90] 因為我也是吃了道載抽
[1724.90 -> 1726.58] 所以分點的追蹤或者是
[1726.58 -> 1727.78] 大護的想法
[1727.78 -> 1729.62] 甚至老闆的人品
[1729.62 -> 1731.54] 我覺得這些事情都卻一部課
[1731.54 -> 1732.74] 所以我覺得
[1732.74 -> 1733.38] 還是一樣
[1733.38 -> 1735.78] 這個天下無難事之怕有限
[1735.78 -> 1737.70] 還是要長期的深入
[1737.70 -> 1740.34] 那你的腦袋其實就決定口袋的深度
[1740.34 -> 1742.58] 所以我覺得分點跟這個
[1742.58 -> 1743.38] 還有蟲馬
[1743.38 -> 1745.38] 還有大股東甚至法人買賣超
[1745.38 -> 1746.10] 還有行態
[1746.10 -> 1748.82] 因為行態其實就是所謂的這個量錢價錢
[1748.82 -> 1750.26] 曾經把你買出來的
[1750.26 -> 1752.18] 所以行態其實是一個統計學
[1752.18 -> 1754.02] 又說疊迫計錢為什麼會有賣壓
[1754.02 -> 1755.14] 因為這一個季度
[1755.14 -> 1757.22] 一面買的人都挺順的嘛
[1757.22 -> 1760.82] 雖然因為前面疊迫還沒賣
[1760.82 -> 1761.78] 賺錢太沒賣
[1761.78 -> 1763.46] 他堅定信心的持有者
[1763.46 -> 1765.38] 所以有可能當然有人賣掉
[1765.38 -> 1766.66] 壓力之稱的轉換
[1766.66 -> 1769.94] 我會盡量用統計學跟所謂的消費者
[1769.94 -> 1771.70] 或者是這個傻戶的心理
[1771.70 -> 1774.18] 來解釋我自己的這一派的
[1774.18 -> 1775.70] 所謂的價量跟行態
[1775.70 -> 1777.86] 但原則上說實話
[1777.86 -> 1780.10] WD也可能是MTO
[1780.10 -> 1784.02] 假破底針穿頭或是假圖破又針拉穩
[1784.02 -> 1786.58] 最後決定的還是所謂的目標價跟
[1786.58 -> 1787.86] 公司的好話
[1787.86 -> 1788.98] 所以我常常會覺得說
[1788.98 -> 1789.86] 產業基本有限
[1789.86 -> 1790.82] 大概是這個樣子
[1790.82 -> 1792.66] 黑起來不太有血
[1792.66 -> 1794.66] 還覺得很珍惜
[1795.38 -> 1798.58] 費權套都不能偏費的情況下
[1798.58 -> 1799.94] 因為剛剛他們特別提到
[1799.94 -> 1802.18] 我們有好多的產業都搞不好長10倍
[1802.18 -> 1804.18] 可是過程中會顛撥
[1804.18 -> 1806.34] 其實對長期也有跟我講
[1806.34 -> 1808.18] 像這個產業可能集體破月線的時候
[1808.18 -> 1810.02] 你會暫時離開
[1810.02 -> 1812.02] 所以我們跟趨勢對座
[1812.02 -> 1813.54] 所以其實你有研發一套
[1813.54 -> 1815.54] 七種豬的宣估法
[1815.54 -> 1818.42] 這個宣估法至少在產業的負面傳聞
[1818.42 -> 1820.26] 或是你心裡面不堅定的時候
[1820.26 -> 1822.66] 可以給你一個很重要的資訊點
[1822.66 -> 1823.46] 沒錯
[1823.46 -> 1826.42] 有時候說傳了大家的
[1826.42 -> 1828.66] 變動的只是人心
[1828.66 -> 1830.42] 有時候趨勢可能一遍
[1830.42 -> 1832.10] 像去年台積電
[1832.10 -> 1834.10] 他提問到趨勢他的
[1834.10 -> 1835.94] 沒有 沒什麼改動過
[1835.94 -> 1837.70] 一片子都跟他原本預估
[1837.70 -> 1838.82] 差不多
[1838.82 -> 1840.82] 可是他的本比變動很大
[1840.82 -> 1842.50] 所以跌下來台積電其實
[1842.50 -> 1843.38] 我們敢買
[1843.38 -> 1845.38] 那麼簡單帶一下最近這個印度了
[1845.38 -> 1846.18] 很某
[1846.18 -> 1847.94] 所以你能夠試試
[1847.94 -> 1850.42] 剛剛跟這個愛羅我們聊很久
[1850.42 -> 1851.54] 他的過去峰國
[1851.54 -> 1853.30] 我也從六月開始居止
[1853.30 -> 1854.26] 那這有一個特點
[1854.26 -> 1855.78] 我稍微跟大家解釋一下
[1855.78 -> 1857.86] 他居幾的都是第一個
[1857.86 -> 1859.38] 長最多
[1859.38 -> 1862.18] 那長最多通常籌碼就最亂
[1862.18 -> 1864.10] 六月的時候他六月就說什麼
[1864.10 -> 1865.78] 美光的爆架
[1865.78 -> 1867.62] 中就要繁甩
[1867.62 -> 1869.06] 這個也是
[1869.06 -> 1871.62] 講一句攔廳的就是拉底曬
[1871.62 -> 1872.50] 就是說
[1872.50 -> 1874.10] 這個東西叫做日營
[1874.10 -> 1875.70] 月營哲哲哲
[1875.70 -> 1880.10] 你中有一天年華會老去
[1880.10 -> 1881.38] 有可能吧
[1881.38 -> 1883.62] 當然現在才22歲
[1883.62 -> 1885.94] 這個邏輯我覺得是對的
[1885.94 -> 1888.34] 他在對的邏輯之下
[1888.34 -> 1890.26] 套路他想要的
[1890.26 -> 1891.78] 這個東西很簡單
[1891.78 -> 1892.74] 怎麼破解
[1892.74 -> 1894.58] 人外第一就是你大量的派法
[1894.58 -> 1896.74] 公司大量的不見產業的賣
[1896.74 -> 1899.06] 有時候我們一個賣一個電話
[1899.06 -> 1900.18] 那如果你們做不到
[1900.18 -> 1901.54] 這個白色優勢的
[1901.54 -> 1902.82] 下一個破解的方法
[1902.82 -> 1904.74] 就是剛剛講的產業氣動中
[1904.74 -> 1906.90] 如果你實際派法過公司
[1906.90 -> 1908.82] 你知道公司的資本之處
[1908.82 -> 1910.26] 所以我常常在節目說
[1910.26 -> 1912.26] 看一個男生或女生
[1912.26 -> 1913.46] 說什麼比較重要
[1913.46 -> 1914.82] 還是做什麼
[1914.82 -> 1916.90] 講我要給你這個
[1916.90 -> 1917.70] 這個過好日子
[1917.70 -> 1919.46] 就每天睡到校兩點
[1919.46 -> 1920.58] 然後這個就是
[1920.58 -> 1922.02] 實地帶辦公司
[1922.02 -> 1923.38] 看他們的擴場
[1923.38 -> 1924.90] 像以前高利
[1924.90 -> 1926.82] 在整個桃園買那麼多場
[1926.82 -> 1928.58] 陸主的這個這個
[1928.58 -> 1929.46] 這個做那個
[1929.46 -> 1930.82] 脆的那個穿戶
[1930.82 -> 1932.26] 哇整個以前
[1932.26 -> 1935.22] 我們辦辦公司去高雄陸主
[1935.22 -> 1936.50] 做到左營
[1936.50 -> 1937.46] 做進行車好遠
[1937.46 -> 1939.22] 化產化要做到彈拿
[1939.22 -> 1939.86] 因為陸主
[1939.86 -> 1940.82] 是科學人去
[1940.82 -> 1941.62] 沒有別見過是
[1941.62 -> 1943.62] 只有一間叫做酸武
[1943.62 -> 1944.58] 科學人員進門要起來
[1944.58 -> 1945.94] 他穿武起來來
[1945.94 -> 1947.14] 實地去看
[1947.14 -> 1949.06] 然後瞭解客戶的關係
[1949.06 -> 1951.54] 甚至是他的成本結構
[1951.54 -> 1953.70] 還有所謂的企業的競爭優勢
[1953.70 -> 1954.90] 還有這個所謂的
[1954.90 -> 1956.26] 營運的三率
[1956.26 -> 1958.58] 未來投資計劃三率
[1958.58 -> 1959.62] 那我簡單講一個
[1959.62 -> 1960.82] 然後趕快
[1960.82 -> 1962.26] 這個大家就拍照起來
[1962.26 -> 1963.30] 例如說
[1963.30 -> 1964.90] 矛律率是一個
[1964.90 -> 1966.74] 富城和的競爭優勢
[1966.74 -> 1968.66] 例如說80級的
[1968.66 -> 1969.94] 美光三星
[1969.94 -> 1972.82] 70級的穿湖灰打
[1972.82 -> 1973.78] 60級的
[1973.78 -> 1975.46] 用字台積電
[1975.46 -> 1976.74] 甚至一些探爭卡
[1976.74 -> 1977.86] 甚至是蘋果
[1977.86 -> 1980.42] 其實從毛利率跟營業距離
[1980.42 -> 1981.94] 營業的利率或競利率
[1981.94 -> 1983.22] 可以看出一些端尼
[1983.22 -> 1984.90] 那我給大家一個簡單的口訣
[1984.90 -> 1985.78] 無像指標
[1985.78 -> 1986.58] 新產品
[1986.58 -> 1987.62] 新市場
[1987.62 -> 1988.90] 果戰成長大
[1988.90 -> 1990.10] 國際級大客戶
[1990.10 -> 1992.34] 這個無像指標大家可以超一下
[1992.34 -> 1994.10] 就是說歷代的古王或成長古
[1994.10 -> 1995.30] 一定就是這五個
[1995.30 -> 1996.50] 如果你們要新產品
[1996.50 -> 1997.94] 可能是普通的
[1997.94 -> 1998.90] 不是成長型
[1998.90 -> 1999.66] 新產品新產品
[1999.66 -> 2001.14] 廣戰成長大國際大客戶
[2001.14 -> 2002.50] 加上這個期用珠
[2002.50 -> 2004.10] 我覺得可以讓你在
[2004.10 -> 2005.86] 五票跌下來是勇敵氣
[2005.86 -> 2007.14] 那一方面也是
[2007.14 -> 2009.30] 其實穩健控風險
[2009.30 -> 2010.34] 因為其實現在
[2010.34 -> 2011.86] 農資打死不對
[2011.86 -> 2013.62] 長遠多了一點風吹潮
[2013.62 -> 2014.82] 打死不對
[2014.82 -> 2015.30] 打死不對
[2015.30 -> 2016.82] 就這你要打死抗出去
[2016.82 -> 2017.78] 所以從
[2017.78 -> 2019.06] 真的太亂
[2019.06 -> 2020.10] 這個誰來
[2020.10 -> 2021.86] 不要說三面的那些洗事
[2021.86 -> 2023.30] 今天隨便一個
[2023.30 -> 2024.98] 這個曼早餐的阿姨說
[2024.98 -> 2026.10] 阿姨我聽說怎麼要
[2026.10 -> 2027.38] 就會跌了
[2027.38 -> 2029.06] 所以從太亂
[2029.06 -> 2030.82] 你要把不會控
[2030.82 -> 2031.54] 例如說
[2031.54 -> 2033.30] 我又壓稅錢出不法
[2033.30 -> 2036.02] 把小孩的壓稅錢分12等份
[2036.02 -> 2037.62] 每一個月買一次
[2037.62 -> 2038.02] 好
[2038.02 -> 2039.70] 你挑好公司買買
[2039.70 -> 2040.82] 這個壓稅錢滿大
[2040.82 -> 2042.50] 對 沒有明年還會有
[2042.50 -> 2043.70] 明年還會再包
[2043.70 -> 2045.14] 明年再來再來買
[2045.14 -> 2046.82] 我就現在正時間點
[2046.82 -> 2048.34] 控文件控風險
[2048.34 -> 2050.02] 然後耐心等機會
[2050.02 -> 2052.34] 其實創財不就剛剛這個趙華講話
[2052.34 -> 2053.94] 我們有時候是破五日線
[2053.94 -> 2054.82] 其實有時候要停立
[2054.82 -> 2055.86] 就是破月線
[2055.86 -> 2057.22] 你不太錯不了錯
[2057.22 -> 2058.34] 這個部分給大家來做
[2058.34 -> 2059.06] 差一點點
[2059.06 -> 2060.26] 還是在中間
[2060.26 -> 2062.26] 對不對有對產業有信心之外
[2062.26 -> 2063.54] 中間還是要有一點點
[2063.54 -> 2064.02] 聯合操作
[2064.02 -> 2065.38] 或是資金分散部的關係
[2065.38 -> 2065.94] 完全是
[2065.94 -> 2066.58] 好
[2066.58 -> 2068.18] 所以現在就進入到了
[2068.18 -> 2068.74] 是
[2068.74 -> 2070.50] 因為一般人要去拜訪公司很難
[2070.50 -> 2070.74] 所以
[2070.74 -> 2072.18] 我還是得靠對長
[2072.18 -> 2073.94] 我來
[2073.94 -> 2075.94] 今天排練上這麼多公司
[2075.94 -> 2076.90] 別停
[2076.90 -> 2078.90] 可能很多都不會影響到你的信心
[2078.90 -> 2080.66] 但有沒有你最關注的
[2080.66 -> 2081.38] 好的
[2081.38 -> 2082.82] 那我認為最關注的
[2082.82 -> 2084.50] 其實大概幾個產業
[2084.50 -> 2086.26] 我會讓在這個半導體
[2086.26 -> 2086.50] 好
[2086.50 -> 2088.74] 那重建無風大橋不夠
[2088.74 -> 2088.94] 是
[2088.94 -> 2090.66] 就是那個郭津黃龍
[2090.66 -> 2092.02] 他就拿那個選手一件
[2092.02 -> 2093.46] 看到了就砍
[2093.46 -> 2094.58] 他那例深號
[2094.58 -> 2095.70] 所以就算他獨佩
[2095.70 -> 2098.18] 或者是說他見沒有開封
[2098.18 -> 2099.78] 反正就是見逢沙神
[2099.78 -> 2101.30] 找獲利最好的
[2101.30 -> 2102.02] 因為
[2102.02 -> 2103.94] 你看最一陣子美國
[2103.94 -> 2105.54] 四大鮮子批鬥跌
[2105.54 -> 2106.90] 可是像美國和三弟子
[2106.90 -> 2108.50] 大概就跌10%
[2108.50 -> 2110.34] 比那個圍軟跌三成
[2110.34 -> 2111.14] 灰打跌兩成
[2111.14 -> 2112.34] 都來得強
[2112.34 -> 2113.82] 所以我覺得半導體
[2113.82 -> 2114.70] 記憶體
[2114.70 -> 2114.94] 好
[2114.94 -> 2115.54] 那所謂的
[2115.54 -> 2116.50] AI
[2116.50 -> 2117.78] 其實那AI當然就跳了
[2117.78 -> 2119.14] 我認為AI幾個重點
[2119.14 -> 2120.26] 第一個就是說
[2120.26 -> 2122.34] 從訊念到推理
[2122.34 -> 2123.74] 硬體到軟體
[2123.74 -> 2125.86] 那輿段到總段
[2125.86 -> 2127.18] 那這個部分有點少
[2127.18 -> 2128.50] 但我認為重重
[2128.50 -> 2129.74] 你現在不買不買
[2129.74 -> 2130.54] 不買不買
[2130.54 -> 2130.90] 好
[2130.90 -> 2131.54] 但是就是
[2131.54 -> 2132.02] 其實出來的
[2132.02 -> 2132.74] NBM
[2132.74 -> 2133.34] PZN
[2133.34 -> 2134.02] 都不買
[2134.02 -> 2135.18] 重重
[2135.18 -> 2137.06] 一個好的軟體應用
[2137.06 -> 2139.34] 或者是一個殺手型的東西出來
[2139.34 -> 2140.78] 硬體到軟體嘛
[2140.78 -> 2141.82] 這個東西就會有
[2141.82 -> 2143.62] 全世界換幾場
[2143.62 -> 2145.46] 這兩個我們壓在後面
[2145.46 -> 2146.22] 但是我認為
[2146.22 -> 2147.62] 現在從硬體到軟體
[2147.62 -> 2149.46] 已經在一直在研發
[2149.46 -> 2149.78] 欸
[2149.78 -> 2151.86] 很多龍蝦在幫你收視你嘛
[2151.86 -> 2153.98] 很多這個中端的運用快導入
[2153.98 -> 2156.14] 我們先講從訊念到推理
[2156.14 -> 2158.14] 訊念就是做算力的對點
[2158.14 -> 2160.02] 我一直買GPU
[2160.02 -> 2161.78] 那推理其實就是ASIC
[2161.78 -> 2163.86] 符合我剛剛講的
[2163.86 -> 2165.54] 新產品新市場掛戰
[2165.54 -> 2167.22] 成長大國際大客戶
[2167.22 -> 2169.82] 以前只有GPU或CPU
[2169.82 -> 2170.82] 現在的ASIC
[2170.82 -> 2175.02] 叫做XPU叫做所謂的TPU
[2175.02 -> 2176.42] 都是新的東西
[2176.42 -> 2178.46] 那我們等一下要講的這幾個
[2178.46 -> 2180.18] 就是所謂的ASIC概念股
[2180.18 -> 2182.02] 台灣其實就有兩三檔
[2182.02 -> 2183.50] 聯發科論創意
[2183.50 -> 2183.82] 是
[2183.82 -> 2185.98] 那當然我剛剛講新產品新市場
[2185.98 -> 2188.62] 掛戰成長大國際大客戶
[2188.62 -> 2190.34] 所以ASIC五熊
[2190.34 -> 2191.70] 如果你有看美國
[2191.70 -> 2193.34] 這個不是告五人的那個五
[2193.34 -> 2195.66] ASIC我認為有五個玩家
[2195.66 -> 2197.66] 博通當然是老大哥
[2197.66 -> 2198.86] 毛利率也是
[2198.86 -> 2200.06] 780的
[2200.06 -> 2200.70] 第一個的
[2200.70 -> 2202.30] 高通跟聯發科
[2202.30 -> 2203.98] 高通還比聯發科慢
[2203.98 -> 2205.90] 最近才說街道MATAR
[2205.90 -> 2207.90] 然後ASIC要做100億
[2207.90 -> 2209.74] 早就看到我們聯發科車委登了
[2209.74 -> 2212.34] 聯發科已經外資預估到說他兩把
[2212.34 -> 2214.22] 但他還是一個可靜的對手
[2214.22 -> 2216.62] 博通高通聯發科創意
[2216.62 -> 2217.70] 市行
[2217.70 -> 2219.90] 當然台灣還是有很多厲害的IP
[2219.90 -> 2221.46] 像什麼M31
[2221.46 -> 2222.42] 甚至利益望
[2222.42 -> 2223.10] 接星科
[2223.10 -> 2224.46] 但我們就講很多做
[2224.46 -> 2226.46] 訊念到推理的ASIC
[2226.46 -> 2228.26] 我覺得創意跟聯發科
[2228.26 -> 2230.30] 是我接下來我覺得重點
[2230.30 -> 2231.86] 那當然聯發科跟Google
[2231.86 -> 2233.22] 那他要把一些探診卡
[2233.22 -> 2235.10] 甚至是老化分裂的測試
[2235.10 -> 2236.58] 給勇志跟紅劑
[2236.58 -> 2238.86] 這個是我這個主張
[2238.86 -> 2239.48] 那當然
[2239.48 -> 2241.30] 你說ASIC有MATAR有
[2241.30 -> 2242.62] 我為什麼跳Google
[2242.62 -> 2242.90] 對
[2242.90 -> 2243.46] 很簡單
[2243.46 -> 2244.34] 所以是Google
[2244.34 -> 2244.78] 是的
[2244.78 -> 2246.70] 總產業的方式第一個
[2246.70 -> 2250.46] Google有9個實意用戶
[2250.46 -> 2252.30] 它的專門禮物前
[2252.30 -> 2253.58] 我覺得B
[2253.58 -> 2254.86] 這個TripGD的好用
[2254.86 -> 2255.34] 好
[2255.34 -> 2257.06] 說Enter bay一點點
[2257.06 -> 2258.38] 那Google厲害
[2258.38 -> 2259.86] 他每年的進現金流入
[2259.86 -> 2261.10] 一千次來都一
[2261.10 -> 2262.90] 你剛剛我講了Youtube
[2262.90 -> 2263.86] Sauce Yu in Qing
[2263.86 -> 2265.26] Gmail就是
[2265.26 -> 2266.22] 就三個人嘛
[2266.22 -> 2266.82] 好
[2266.82 -> 2267.50] 再來
[2267.50 -> 2269.10] 他自己有轉頭支
[2269.10 -> 2270.66] 很多SBSX
[2270.66 -> 2271.38] 有轉頭支
[2271.38 -> 2272.26] Enter bay
[2272.26 -> 2273.86] 所以他的業績
[2273.86 -> 2274.90] 是CSP裡面
[2274.90 -> 2275.94] 我覺得
[2275.94 -> 2278.30] 自大於這個所謂的升級
[2278.30 -> 2280.62] 因為還沒有收那麼多錢回來
[2280.62 -> 2281.62] 大家會怕泡泡
[2281.62 -> 2282.02] 對
[2282.02 -> 2284.18] 他已經有泡夜外轉頭支
[2284.18 -> 2285.74] 還有本身的現金流
[2285.74 -> 2286.66] 再來
[2286.66 -> 2288.06] Google錯了
[2288.06 -> 2289.82] 觀眾朋友不會馬我
[2289.82 -> 2293.78] 因為買最多Google是巴爾野
[2293.78 -> 2295.06] 跟在Google省找
[2295.06 -> 2296.14] 要立不需
[2296.14 -> 2297.38] 跟單錯了
[2297.38 -> 2299.66] 還是要請自己寫信去
[2299.66 -> 2300.66] Google下
[2300.66 -> 2302.06] 好不好
[2302.06 -> 2303.06] 加最多
[2303.06 -> 2304.58] 他就選Google
[2304.58 -> 2305.14] 對
[2305.14 -> 2306.74] 而且他還加嘛
[2306.74 -> 2308.14] 你自己也知道
[2308.14 -> 2309.02] 他就算活到
[2309.02 -> 2310.02] 28%睡
[2310.02 -> 2311.66] 那他每一次
[2311.66 -> 2313.86] 那個五大三十六年前
[2313.86 -> 2315.38] 買那個什麼
[2315.38 -> 2316.46] 比亞迪十幾年前
[2316.46 -> 2318.18] 他每一次十五都六七年
[2318.18 -> 2320.42] 你要跟他單還要等六七年
[2320.42 -> 2320.78] 好
[2320.78 -> 2322.34] 那麼快速來一下
[2322.34 -> 2324.54] 連發科像這個Vincent
[2324.54 -> 2326.10] 湖隆明
[2326.10 -> 2329.70] 都是音配跟活通的人
[2329.70 -> 2331.54] 所以我要講的就是說
[2331.54 -> 2333.14] 其實大家看
[2333.14 -> 2334.58] 是看到表辰
[2334.58 -> 2337.02] Vincent的表面只有兩層
[2337.02 -> 2338.62] 我今天來讓大家
[2338.62 -> 2339.46] 就是做男的事情
[2339.46 -> 2341.42] 你要看到理念
[2341.42 -> 2343.10] 看到公司的全面
[2343.10 -> 2344.66] 包括精英者
[2344.66 -> 2346.06] 好像他們十五年前
[2346.06 -> 2347.86] 就去整體來說
[2347.86 -> 2348.86] 這在美西這邊
[2348.86 -> 2351.90] 他跟回答Google這麼近
[2351.90 -> 2353.26] Google無吵不吵
[2353.26 -> 2354.90] 做TPU那一群人
[2354.90 -> 2356.74] Google是做燒訊運機嗎
[2356.74 -> 2359.10] TPU就是他的S可能那一群人
[2359.10 -> 2361.46] 也是Intel我來的
[2361.46 -> 2364.94] 因為Intel在去年成立五四月上任
[2364.94 -> 2367.62] 然後那時候古價才十八二十
[2367.62 -> 2370.22] 那個時候美國政府才救他嘛
[2370.22 -> 2373.22] 然後其實古價已經創二十五年新低
[2373.22 -> 2375.62] 進行隔也是也是救不起來
[2375.62 -> 2377.38] 那個時候走了很多人
[2377.38 -> 2378.74] 可是大家都知道
[2378.74 -> 2380.98] 其實全世界的半導體
[2380.98 -> 2383.62] 最多所謂的Paper跟哪裡舉的是
[2383.62 -> 2386.18] 早期的得以早期的音態
[2386.18 -> 2387.54] 所以這個東西來看
[2387.54 -> 2388.54] 我認為連發科
[2388.54 -> 2391.10] 為什麼外資敢說他八千以外
[2391.10 -> 2394.42] 為什麼敢說他AZC可後發先之A
[2394.42 -> 2397.58] 本來TPU跟活通一起
[2397.58 -> 2398.66] 結果到九之後
[2398.66 -> 2400.46] 聽說活通已經熬了
[2400.46 -> 2404.50] 重點是我會從法說會去搭包車
[2404.50 -> 2407.70] 例如說我跟你說我咖啡賣很好
[2407.70 -> 2409.30] 我會去問咖啡動
[2409.30 -> 2412.06] 去門口按那個 Uber一直有沒有來很多
[2412.06 -> 2413.66] 去算他的習慣
[2413.66 -> 2415.98] 去算他的這個來客量
[2415.98 -> 2418.46] 那活通他法說會自報
[2418.46 -> 2420.42] 他說他在AZC可裡面
[2420.42 -> 2424.18] 所謂的CSP客戶裡面有新進行的進程
[2424.18 -> 2425.30] 那不外戶
[2425.30 -> 2427.14] 他自己要在大股價大點
[2427.14 -> 2428.26] 大家就會想說
[2428.26 -> 2430.86] 那應該或許可能就是連發科
[2430.86 -> 2432.26] 那最近從罵很亂
[2432.26 -> 2434.70] 就是OTC甚至沒有賺錢中強行路
[2434.70 -> 2436.10] 回歸到最原始
[2436.10 -> 2437.30] 買高不買低
[2437.30 -> 2438.50] 買大部買小
[2438.50 -> 2439.70] 高價股
[2439.70 -> 2441.70] 台積電行播動比較小
[2441.70 -> 2443.62] 或者是所謂的這個A股
[2443.62 -> 2446.06] 亡他們重碼相對的安定
[2446.06 -> 2448.26] 安定
[2448.26 -> 2449.78] 所以我覺得連發科
[2449.78 -> 2451.26] 創意都是屬高價
[2451.26 -> 2451.86] 好
[2451.86 -> 2453.10] 剛剛的意思是說
[2453.10 -> 2454.86] 其一連發科有一票好手
[2454.86 -> 2456.06] 是可以來大
[2456.06 -> 2457.18] 這個TPU的戰爭的
[2457.18 -> 2457.70] 沒錯
[2457.70 -> 2459.86] 所以這個TPU9外資就說
[2459.86 -> 2462.18] 其實他本來明年是故時意
[2462.18 -> 2463.30] 像現在亡上
[2463.30 -> 2465.70] 這個部分稍微給大家看一下
[2465.70 -> 2468.14] 他已經不是這個所謂的B2C
[2468.14 -> 2469.86] 那甚至外資把今年本來
[2469.86 -> 2470.90] 越高他60
[2470.90 -> 2472.50] 還下降到50
[2472.50 -> 2473.78] 可是股價會什麼3000
[2473.78 -> 2474.46] 事前
[2474.46 -> 2476.70] 因為大家已經不看他的手機了
[2476.70 -> 2479.70] 是看他的這個所謂的AI的PC
[2479.70 -> 2481.26] 跟這個回答
[2481.26 -> 2482.46] 回答說大晶片
[2482.46 -> 2483.74] 那聯發科做小晶片
[2483.74 -> 2486.50] 他們來合作所謂暗價跟我的PC
[2486.50 -> 2488.10] 然後做AI的ASIC
[2488.10 -> 2489.30] 好真的部分
[2489.30 -> 2489.82] 好
[2489.82 -> 2491.14] 那有聯發科最劑
[2491.14 -> 2492.66] 也其實才剛破院線
[2492.66 -> 2494.98] 相對其實從4.9我覺得
[2494.98 -> 2497.10] 還是一樣相比很多中小型組
[2497.10 -> 2498.74] 算是疊少的
[2498.74 -> 2500.78] 那法輪郁辜說
[2500.78 -> 2503.42] 明年跟後年開始往100塊去走
[2503.42 -> 2505.02] 甚至有2003把
[2505.02 -> 2507.26] 我覺得你要這樣子相信
[2507.26 -> 2509.26] 甚至這些外資的一些報告
[2509.26 -> 2510.62] 往裡面去看
[2510.62 -> 2512.54] 往今年接成或公司的這個
[2512.54 -> 2514.86] 十幾年的AIASIC的固局
[2514.86 -> 2516.46] 我覺得這是對的
[2516.46 -> 2518.02] 那第二個部分當然
[2518.02 -> 2519.14] 幫估考做
[2519.14 -> 2519.98] 剛剛說我覺得
[2519.98 -> 2521.34] 居然門哪一是很好用的
[2521.34 -> 2522.30] 甚至都不可以
[2522.30 -> 2525.10] 那幫估考做CPU的
[2525.10 -> 2527.30] 就是所謂的這個創意
[2527.30 -> 2528.78] 那創意除了估考以外
[2528.78 -> 2530.14] 還有特斯拉的訂單
[2530.14 -> 2531.62] 所以大家也在預估說
[2531.62 -> 2532.78] 特斯拉明年也要
[2532.78 -> 2535.98] 在整個自家車上面的這個新的晶片
[2535.98 -> 2537.82] 那因為特斯拉賣車嘛
[2537.82 -> 2539.02] 估考做收拾運機
[2539.02 -> 2540.82] 他們不像灰打
[2540.82 -> 2542.02] 都可以自己來
[2542.02 -> 2542.70] 自幹
[2542.70 -> 2544.62] 他們都需要創意
[2544.62 -> 2546.02] 甚至楊馬雄找世兮
[2546.02 -> 2547.02] 還錄谷他
[2547.02 -> 2547.42] 然後呢
