---
source_url: https://www.youtube.com/watch?v=Or-gZxDhTS0
source_kind: youtube-transcript
ingested: 2026-07-13
sha256: 73fababa407f363d98a2d358d0150173ae7a4098442903663de4f4d8556274da
model: faster-whisper / Systran-faster-whisper-tiny / int8
language: zh
duration_seconds: 2929.992000
quality: medium
---

[原始檔案位置: ~/ob_repos/yt-podcast-pipeline/transcripts/Or-gZxDhTS0_fw.txt]

注意:
- 來源: 「理財達人秀 EBCmoneyshow」頻道
[1865.73 -> 1866.57] 我們都會看一下
[1866.57 -> 1867.73] 因為有時候破技線
[1867.73 -> 1870.73] 的確實在在形態上是比較麻煩一點
[1870.73 -> 1871.77] 但是現在就是說
[1871.77 -> 1872.97] 其實如果我們要看
[1872.97 -> 1873.77] 跟台機店
[1873.77 -> 1874.73] 庫盆有合作的
[1874.73 -> 1876.01] 講霸直接出來講
[1876.01 -> 1877.17] 我就是有合作的嘛
[1877.17 -> 1878.57] 那當然他要規劃資本
[1878.57 -> 1880.45] 之處是一擴展CPU產能
[1880.45 -> 1881.37] 那我認為
[1881.37 -> 1882.17] 我那這輛股票
[1882.17 -> 1883.13] 如果台機店
[1883.13 -> 1886.21] 是出那個庫盆相關正面的訓習的話
[1886.21 -> 1887.45] 大家只會聯想到他
[1887.45 -> 1889.33] 所以這輛股票壓下來
[1889.33 -> 1891.49] 然後我都想法是這樣
[1891.49 -> 1892.49] 我就想說
[1892.49 -> 1894.93] 因為最近談面上
[1894.93 -> 1896.33] 常常一天大早一天大點
[1896.33 -> 1897.53] 股票是這樣
[1897.53 -> 1898.89] 那如果你要操作
[1898.89 -> 1901.45] 除了那個主老師的刑法之外
[1901.45 -> 1903.61] 盡量進行用線
[1904.05 -> 1906.41] 你不要說用所謂的
[1906.41 -> 1908.21] 融資 高幹港
[1908.21 -> 1909.65] 因為融資高幹港
[1909.65 -> 1913.17] 稍微用一不如你的預想的時候
[1913.17 -> 1914.31] 有時候那個可能
[1914.31 -> 1915.49] 你的壓力很大
[1915.49 -> 1916.37] 你不反而說
[1916.37 -> 1919.13] 你看好了股票就分批往下接
[1919.13 -> 1922.05] 然後如果你的預期往上的時候
[1922.05 -> 1923.33] 你要換融資
[1923.33 -> 1925.45] 是不過好多朋友也有反應說
[1925.45 -> 1927.09] 最近看到就算有天天價
[1927.09 -> 1928.89] 也沒有錢了
[1928.89 -> 1930.29] 就是自然時間的現金
[1930.29 -> 1932.21] 所以你資金還是要控制
[1932.21 -> 1932.77] 是
[1932.77 -> 1934.53] 所以你盡量不要再開槓感
[1934.53 -> 1936.45] 盡量分長一點
[1936.45 -> 1937.29] 把戰線拉上
[1937.29 -> 1938.37] 中線有很多股票
[1938.37 -> 1940.89] 其實還是蠻看好的
[1940.89 -> 1941.53] 是
[1941.53 -> 1942.93] 這邊非常謝謝王波
[1942.93 -> 1943.89] 謝謝
[1943.89 -> 1945.77] 好 我們對台股要有一個所謂的
[1945.77 -> 1946.61] 大前提
[1946.61 -> 1947.93] 剛剛說主老師講到的是
[1947.93 -> 1949.89] 形態大前提是多頭
[1949.89 -> 1951.37] 王波講到的一件事情
[1951.37 -> 1952.09] 沒有錯
[1952.09 -> 1954.53] AI在舉債或是AI在資本之初
[1954.53 -> 1955.97] 但訂單到哪裡
[1955.97 -> 1957.61] 訂單到台灣
[1957.61 -> 1960.53] 這就是我們台上階單的大前提
[1960.53 -> 1961.81] 好 再這樣的情況下
[1961.81 -> 1963.29] 不妨也回頭來看一下
[1963.29 -> 1965.05] AI老AI其實最近
[1965.05 -> 1966.85] 雖然他們之前形態不好看
[1966.85 -> 1968.65] 可是最近倒是手在這邊
[1968.65 -> 1970.25] 中場現的價值是
[1970.25 -> 1971.53] 頭腐的在這裡
[1971.53 -> 1972.89] 喜歡新技術的話
[1972.89 -> 1974.45] CPU已經有回暖了
[1974.45 -> 1975.29] 甚至有幾家
[1975.29 -> 1976.37] 六月營收
[1976.37 -> 1978.37] 腳出創新高的成績
[1978.37 -> 1979.41] 開始動了
[1979.41 -> 1980.37] 好 那另外一個就是
[1980.37 -> 1981.57] Copo死台積電
[1981.57 -> 1983.01] 繼續往前衝
[1983.01 -> 1984.45] 技術提前領先
[1984.45 -> 1986.45] 有機會早一點量產
[1986.45 -> 1987.85] 這些都會是我們排面上
[1987.85 -> 1990.17] 科技的亮點提供給您做參考
[1990.17 -> 1991.09] 廣告回來
[1991.09 -> 1992.21] 銀行都要上場了
[1992.21 -> 1993.25] 銀行都可以稍體性
[1993.25 -> 1994.37] 大家之前被動人介紹
[1994.37 -> 1995.53] 他轉了一大段
[1995.53 -> 1998.09] 在現在到底是天上掉下來的禮物
[1998.09 -> 1999.81] 還是要先禮償一段呢
[1999.81 -> 2001.29] 因為現在還降持鼓了
[2001.29 -> 2002.97] 他把自己拿到哪裡去
[2002.97 -> 2003.97] 升級股喔
[2003.97 -> 2005.69] BPU為接比較低
[2005.69 -> 2015.18] 而且有帶頭充的好股票
[2015.18 -> 2017.22] 前陣子任門鼓一直往上充的時候
[2017.22 -> 2018.46] 大家都會很開心
[2018.46 -> 2019.42] 覺得就轉
[2019.42 -> 2020.70] 但是現在恐怕
[2020.70 -> 2023.02] 我們要把戰線給拉長一些
[2023.02 -> 2024.34] 我們的冠軍操盤手
[2024.34 -> 2025.82] 銀行哥今天也說
[2025.82 -> 2026.86] 破這個月線
[2026.86 -> 2029.30] 就要降水而且他有點事情最在意
[2029.30 -> 2031.38] 就是量能縮起來了
[2031.38 -> 2033.02] 量能縮起來很重要
[2033.02 -> 2034.94] 因為之前想跟都有交我們
[2034.94 -> 2036.86] 出量第一跟再去追
[2036.86 -> 2039.26] 可是量能縮起來可能整體的環境
[2039.26 -> 2040.42] 就比較不好了
[2040.42 -> 2041.34] 好 國具
[2041.34 -> 2042.22] 其實播新聞的時候
[2042.22 -> 2043.42] 我看網路上一支人的討論
[2043.42 -> 2044.54] 哇 播一千塊
[2044.54 -> 2045.34] 趕快去接
[2045.34 -> 2047.18] 但是你反而覺得被動
[2047.18 -> 2048.34] 有獲利的朋友
[2048.34 -> 2049.86] 也許要換一點現金出來
[2049.86 -> 2052.42] 到第一位接的BPU跟升級股
[2052.42 -> 2053.42] 那確實呢
[2053.42 -> 2056.10] 就是說現在的指數位接
[2056.10 -> 2057.22] 感覺上是還好啦
[2057.22 -> 2057.78] 因為為什麼
[2057.78 -> 2058.90] 因為整個來講
[2058.90 -> 2061.22] 就是說離繼線其實還滿遠
[2061.22 -> 2061.62] 是
[2061.62 -> 2063.46] 因為其實他們想今年來講
[2063.46 -> 2065.54] 大概都是一個很大的一個歸的
[2065.54 -> 2066.34] 狀況
[2066.34 -> 2068.46] 所以能夠碰到月線都不容易了
[2068.46 -> 2069.82] 那現在來講是說
[2069.82 -> 2071.86] 雖然逛破月線
[2071.86 -> 2073.66] 然後還收了一個下雨線
[2073.66 -> 2074.42] 也代表說
[2074.42 -> 2077.34] 其實這個接手的力道還滿足的
[2077.34 -> 2078.78] 那跟韓國當然不能比
[2078.78 -> 2081.54] 聽說韓國現在分一是上去
[2081.54 -> 2082.50] 不是分析的
[2082.50 -> 2083.50] 都在倒告
[2083.50 -> 2084.50] 對
[2084.50 -> 2086.50] 那我們這樣的敲目魚了
[2086.50 -> 2087.78] 好
[2087.78 -> 2088.58] 所以就是說
[2088.58 -> 2089.78] 以這裡我覺得說
[2089.78 -> 2091.30] 目前看起來是
[2091.30 -> 2093.98] 我一樣看起來是偏多
[2093.98 -> 2095.78] 整個居時是偏多沒有問題
[2095.78 -> 2097.62] 那只是說這裡可能要注意點
[2097.62 -> 2099.10] 就是說你會發現說
[2099.10 -> 2100.50] 整體的一個量
[2100.50 -> 2101.78] 基本上是在我以後
[2101.78 -> 2102.98] 大型的全質怎麼
[2102.98 -> 2104.18] 不能以拉動
[2104.18 -> 2104.74] 對
[2104.74 -> 2107.46] 不過以這樣的情況可能可以找一些
[2107.46 -> 2109.10] 有些已經拉回
[2109.10 -> 2110.46] 然後整理過還不錯的
[2110.46 -> 2111.62] 一些中小行故
[2111.62 -> 2113.22] 我就當時還是有機會
[2113.22 -> 2114.14] 對
[2114.14 -> 2115.74] 這個量能是你最在意的
[2115.74 -> 2118.14] 因為如果量能不足的話
[2118.14 -> 2119.54] 以前那麼熱鬧的族群
[2119.54 -> 2120.86] 心恐怕就會消失
[2120.86 -> 2121.18] 對
[2121.18 -> 2122.22] 你會發現一件事情
[2122.22 -> 2123.10] 就是說
[2123.10 -> 2124.46] 當然這些都是量能
[2124.46 -> 2125.34] 對於基礎來的
[2125.34 -> 2126.02] 對
[2126.02 -> 2126.94] 很大的一個量能
[2126.94 -> 2129.02] 動能全部以往這邊來
[2129.02 -> 2129.54] 那現在了
[2129.54 -> 2130.82] 因為這塊
[2130.82 -> 2132.66] 全部在一個回黨的狀況
[2132.66 -> 2134.58] 當然也會有受到一個
[2134.58 -> 2135.22] 一個大的影響
[2135.22 -> 2136.86] 總體來講今天
[2136.86 -> 2138.46] 雖然我也朋友拉起來
[2138.46 -> 2139.46] 對
[2139.46 -> 2139.50] 那被動一件來講
[2139.50 -> 2140.54] 就是長跌進去
[2140.54 -> 2141.86] 像是大概都有
[2141.86 -> 2143.50] 但這家真的有過腰
[2143.50 -> 2144.78] 所以長跌過腰害
[2144.78 -> 2146.06] 真的有
[2146.06 -> 2146.86] 是
[2146.86 -> 2148.30] 那國際來講今天
[2148.30 -> 2150.38] 也還是在一個跌了一個狀況
[2150.38 -> 2151.10] 是
[2151.10 -> 2152.38] 那我們現在來看一下
[2152.38 -> 2154.10] 以國際來講
[2154.10 -> 2154.86] 就是說
[2154.86 -> 2156.70] 你發現這個點來講
[2156.70 -> 2159.22] 就是說這是一個日限的一個圖
[2159.22 -> 2159.82] 對
[2159.82 -> 2160.74] 那基本上就是說
[2160.74 -> 2162.42] 從這個五月份
[2162.42 -> 2164.66] 這一波開始拉真上以後
[2164.66 -> 2165.34] 你又發現
[2165.34 -> 2166.10] 它的這塊
[2166.10 -> 2167.70] 你真的非常非常大
[2167.70 -> 2169.50] 所以大概
[2169.50 -> 2171.26] 以目前來講你看
[2171.26 -> 2172.74] 最高點的這個
[2172.74 -> 2173.94] 一千兩百二十塊
[2173.94 -> 2174.26] 是
[2174.26 -> 2176.06] 它那時候的跡限的落點
[2176.06 -> 2176.90] 是在六百
[2176.90 -> 2178.78] 就是說大概差了一倍
[2178.78 -> 2179.18] 對
[2179.18 -> 2179.78] 零是
[2179.78 -> 2181.58] 你怎麼可能就等待
[2181.58 -> 2183.18] 說它回到跡限
[2183.18 -> 2184.22] 所以在這一段來講
[2184.22 -> 2185.90] 當然就相對比較難做
[2185.90 -> 2186.98] 我等一下會交一個說
[2186.98 -> 2187.70] 如果你要
[2187.70 -> 2188.66] 貼近盤
[2188.66 -> 2190.18] 來做這樣的一個操作
[2190.18 -> 2190.34] 是
[2190.34 -> 2191.34] 還是可以做
[2191.34 -> 2192.10] 等一下會講
[2192.10 -> 2192.86] 那如果說
[2192.86 -> 2195.14] 以看日限的一個情況下來講
[2195.14 -> 2195.86] 我們講說
[2195.86 -> 2197.34] 它的一個前高位置
[2197.34 -> 2198.94] 也就是說換手的位置
[2198.94 -> 2200.42] 這個量的換手位置
[2200.42 -> 2202.10] 是它一個所謂的一個支撐
[2202.10 -> 2204.10] 因為過高就變成一個一個支撐
[2204.10 -> 2205.50] 把它壓力變支撐
[2205.50 -> 2206.38] 所以這段來講
[2206.38 -> 2208.10] 剛好落點在八百五
[2208.10 -> 2209.50] 也就是說八百五剛好是
[2209.50 -> 2210.66] 它的一個
[2210.66 -> 2212.18] 國際目前的一個支撐
[2212.18 -> 2213.58] 所以它一定要受出了
[2213.58 -> 2213.90] 對
[2213.90 -> 2214.34] 要受出
[2214.34 -> 2215.14] 要受出
[2215.14 -> 2215.66] 我認為說
[2215.66 -> 2217.82] 如果你是用看日限的行為來講
[2217.82 -> 2218.54] 這一段
[2218.54 -> 2221.10] 如果真的要出手的
[2221.10 -> 2222.22] 也許就是你等
[2222.22 -> 2223.38] 它一個反彈
[2223.38 -> 2224.18] 目前來講
[2224.18 -> 2225.22] 一千就變成一個
[2225.22 -> 2226.14] 大的一個壓力
[2226.14 -> 2227.74] 我一千會變壓力了
[2227.74 -> 2228.90] 對
[2228.90 -> 2229.82] 落日限看
[2229.82 -> 2232.18] 那如果走向所謂的一個
[2232.18 -> 2234.14] 難夠比較容易貼近的
[2234.14 -> 2235.34] 我會建議說
[2235.34 -> 2236.54] 基本上我是走自己
[2236.54 -> 2238.62] 是看三十分鐘可以
[2238.62 -> 2239.98] 三十分鐘可以等一次
[2239.98 -> 2241.14] 你一天裡面會把
[2241.14 -> 2242.98] 這個K線拉成九根
[2242.98 -> 2244.50] 所以你的所謂的一個
[2244.50 -> 2246.14] 盤子會比較平滑
[2246.14 -> 2246.50] 平滑
[2246.50 -> 2247.50] 你會發現說
[2247.50 -> 2248.18] 以這樣來講
[2248.18 -> 2250.10] 就是說如果你把這個所謂的
[2250.10 -> 2250.70] 我們講說
[2250.70 -> 2251.46] 簡單一點
[2251.46 -> 2251.98] 你抓一個
[2251.98 -> 2253.54] 大概六十軍
[2253.54 -> 2253.90] 是
[2253.90 -> 2254.06] 對
[2254.06 -> 2255.58] 那六十軍抓進去以後
[2255.58 -> 2256.30] 進不上你看
[2256.30 -> 2258.18] 它的盤子就比較貼
[2258.18 -> 2259.02] 所以就是說
[2259.02 -> 2260.14] 當這個位置點來
[2260.14 -> 2261.74] 它歪得很大清亡像
[2261.74 -> 2263.14] 那可能在六月多的時候
[2263.14 -> 2264.94] 它還是有貼近有沒有
[2264.94 -> 2266.54] 這一條六十軍的位置點
[2266.54 -> 2267.74] 可以做一個所謂的一個
[2267.74 -> 2268.78] 在切錄的一天
[2268.78 -> 2270.82] 就是算是第一階是怕的
[2270.82 -> 2271.58] 那切錄以後
[2271.58 -> 2272.74] 你就可以用一個所謂的
[2272.74 -> 2273.54] 那是一種停留
[2273.54 -> 2274.94] 我們最近講過的方式
[2274.94 -> 2275.62] 所以可能
[2275.62 -> 2276.94] 短短的幾天你趕快就
[2276.94 -> 2277.78] 它平滑了
[2277.78 -> 2278.58] 不斷了
[2278.58 -> 2278.86] 對
[2278.86 -> 2279.78] 等它拉回
[2279.78 -> 2282.78] 這個所謂的一個六十軍的位置
[2282.78 -> 2283.98] 基本上可能
[2283.98 -> 2285.02] 在往上的時候
[2285.02 -> 2286.38] 又是一個進場點
[2286.38 -> 2287.34] 然後可能
[2287.34 -> 2289.46] 走一個移動停力的這種軸法
[2289.46 -> 2289.78] 對
[2289.78 -> 2290.78] 那最終來講
[2290.78 -> 2292.98] 這個線結束點是在於這裡
[2292.98 -> 2293.98] 所以破掉了
[2293.98 -> 2294.22] 對
[2294.22 -> 2294.98] 破掉了
[2294.98 -> 2295.98] 也是一個快附近
[2295.98 -> 2296.38] 對
[2296.38 -> 2296.98] 在輕鬧
[2296.98 -> 2298.22] 那破掉既然是破掉的
[2298.22 -> 2299.58] 當然你就不會是
[2299.58 -> 2301.50] 這個時候來接這樣的一個
[2301.50 -> 2302.34] 一個標題
[2302.34 -> 2303.74] 也有人大家在面講說
[2303.74 -> 2304.46] 國際不會簽了
[2304.46 -> 2305.34] 趕快來一件
[2305.34 -> 2305.52] 對
[2305.52 -> 2306.78] 來說是相反的
[2306.78 -> 2307.02] 對
[2307.02 -> 2307.98] 我一開始要賣掉的
[2307.98 -> 2308.42] 對
[2308.42 -> 2309.14] 我等於是
[2309.14 -> 2309.94] 你寧可說
[2309.94 -> 2310.66] 賣掉以後
[2310.66 -> 2311.62] 你去找一些
[2311.62 -> 2312.98] 為一些比較低一點
[2312.98 -> 2314.26] 甚至在這個時候
[2314.26 -> 2316.06] 像對於被動員見裡面
[2316.06 -> 2317.06] 也可以找到一些
[2317.06 -> 2318.82] 可能它已經處於到記憲了
[2318.82 -> 2319.38] 對不對
[2319.38 -> 2320.18] 那不錯五票
[2320.18 -> 2320.62] 可以來
[2320.62 -> 2321.58] 來做一個接手
[2321.58 -> 2322.98] 被動員見還有這樣多一點
[2322.98 -> 2323.58] 那一種
[2323.58 -> 2323.82] 那一種
[2323.82 -> 2324.38] 比如說好
[2324.38 -> 2325.22] 預備
[2325.22 -> 2326.58] 因為王他怎麼拉
[2326.58 -> 2327.98] 本來就是一個很好的股票
[2327.98 -> 2328.98] 然後接出來
[2328.98 -> 2329.98] 六月他的一個
[2329.98 -> 2331.18] 一個營收也是創工
[2331.18 -> 2331.78] 是
[2331.78 -> 2333.02] 那你會發現說
[2333.02 -> 2333.86] 以這來講
[2333.86 -> 2335.58] 他從四百八的三對不對
[2335.58 -> 2335.98] 對
[2335.98 -> 2338.18] 他已經走到這個最低一點
[2338.18 -> 2338.98] 今天的最低
[2338.98 -> 2339.98] 曾經疊破三百
[2339.98 -> 2340.74] 一度疊破了
[2340.74 -> 2341.70] 所以等於是
[2341.70 -> 2342.50] 他還有大概
[2342.50 -> 2345.30] 超過180塊的一個空間
[2345.30 -> 2346.14] 那如果你
[2346.14 -> 2346.98] 做一個所謂的
[2346.98 -> 2347.46] 我們講說
[2347.46 -> 2348.54] 落勢反彈
[2348.54 -> 2349.90] 就0.382嘛
[2349.90 -> 2350.34] 對不對
[2350.34 -> 2351.74] 所以這裡起來的話
[2351.74 -> 2353.94] 大概已經快70塊錢
[2353.94 -> 2354.74] 所以就是說
[2354.74 -> 2356.94] 在三百七左右
[2356.94 -> 2357.62] 這個等於是
[2357.62 -> 2358.58] 他的一個
[2358.58 -> 2359.38] 我們講說
[2359.38 -> 2360.94] 落勢反彈的滿足點
[2360.94 -> 2362.98] 那剛好他又處於到記憲了
[2362.98 -> 2363.26] 有沒有
[2363.26 -> 2363.98] 這我就說
[2363.98 -> 2365.42] 如果拉回處於到記憲
[2365.42 -> 2366.50] 來講也是一個
[2366.50 -> 2368.22] 好的一個所謂的強反彈
[2368.22 -> 2369.26] 一個落點
[2369.26 -> 2370.10] 如果進場的話
[2370.10 -> 2370.86] 我覺得說
[2370.86 -> 2371.86] 那這裡可能
[2371.86 -> 2375.06] 你說這裡大概還有20%的空間載
[2375.06 -> 2376.06] 所以我覺得說
[2376.06 -> 2376.74] 如果這樣
[2376.74 -> 2379.02] 然後你太換到這個所謂的
[2379.02 -> 2380.26] 比較低位接著
[2380.26 -> 2381.66] 那記者還是要有
[2381.66 -> 2382.26] 他有
[2382.26 -> 2383.06] 又笨子
[2383.06 -> 2384.06] 就基本面好
[2384.06 -> 2385.26] 一片是不錯
[2385.26 -> 2386.86] 然後北比相對比較低的
[2386.86 -> 2387.78] 那我覺得說
[2387.78 -> 2388.46] 這樣都還講
[2388.46 -> 2389.38] 就是說可以撞一個
[2389.38 -> 2390.42] 做一個短奪
[2390.42 -> 2391.58] 那也不要強求說
[2391.58 -> 2392.50] 他拉多高
[2392.50 -> 2393.26] 就是
[2393.26 -> 2395.38] 取一個落勢反彈的滿足點就可以
[2395.38 -> 2396.46] 是
[2396.46 -> 2398.06] 這個沒想到還有這樣的高分
[2398.06 -> 2399.02] 但是反過來說
[2399.02 -> 2400.06] 6月運受創高
[2400.06 -> 2401.58] 但未接這麼低
[2401.58 -> 2403.86] 才會是一個好的買反彈
[2403.86 -> 2404.66] 對
[2404.66 -> 2405.30] 就是說
[2405.30 -> 2406.10] 拉回
[2406.10 -> 2407.86] 可是他6月是在創高的
[2407.86 -> 2409.06] 那未接低當然
[2409.06 -> 2410.90] 他的一個強彈的機會就大
[2410.90 -> 2412.70] 可是記者就算進場了
[2412.70 -> 2414.78] 如果他還是跌破記憲
[2414.78 -> 2415.78] 那我還是會出場
[2415.78 -> 2416.98] 就是把它停存掉
[2416.98 -> 2418.26] 所以停存電好抓
[2418.26 -> 2418.86] 對
[2418.86 -> 2419.82] 剛剛有提到
[2419.82 -> 2420.82] 我照到的提到說
[2420.82 -> 2422.02] 其實有些
[2422.02 -> 2422.38] 要頂進
[2422.38 -> 2423.34] 我們現在在今天來講
[2423.34 -> 2424.42] 算還滿強勢
[2424.42 -> 2425.98] 算是棉強有點很平均
[2425.98 -> 2426.98] 所以就是BBBBBB
[2426.98 -> 2428.50] 比如來講
[2428.50 -> 2430.66] 就是當然有幾個主要的一個
[2430.66 -> 2432.06] 一個股票
[2432.06 -> 2432.94] 那
[2432.94 -> 2434.58] ASKY當然是這個
[2434.58 -> 2435.86] 教育最高的
[2435.86 -> 2436.86] 超牛
[2436.86 -> 2438.22] 可是最強的是
[2438.22 -> 2439.22] 是順達
[2439.22 -> 2440.66] 新勝利
[2440.66 -> 2440.86] 對
[2440.86 -> 2441.82] 因為這個是所謂的
[2441.82 -> 2443.42] BBBBB裡面的一個代表作
[2443.42 -> 2443.62] 對
[2443.62 -> 2446.22] ASKY我覺得他可能有做一些
[2446.22 -> 2452.22] 所謂的小型的電動車用的電子
[2452.22 -> 2453.22] 那大論文說
[2453.22 -> 2455.10] 這小型的電子來講
[2455.10 -> 2457.74] 有沒有轉動的一個機箱
[2457.74 -> 2459.46] 對 不過他一直在引收上
[2459.46 -> 2460.58] 對 引收還是好
[2460.58 -> 2461.34] 他就不僅看
[2461.34 -> 2461.90] 還是好
[2461.90 -> 2462.58] 超猛
[2462.58 -> 2463.34] 所以來講說
[2463.34 -> 2464.58] 他的本意比D
[2464.58 -> 2465.14] 對
[2465.14 -> 2465.98] 可是相對的時候
[2465.98 -> 2466.50] 他還是比
[2466.50 -> 2466.82] 比較容易
[2466.82 -> 2467.82] 動力他媽媽辛苦
[2467.82 -> 2468.46] 都有
[2468.46 -> 2468.94] 因為順達
[2468.94 -> 2470.14] 因為新勝利來講
[2470.14 -> 2470.54] 對
[2470.54 -> 2472.94] 在33倍左右的一個
[2472.94 -> 2473.82] 一個本意比
[2473.82 -> 2475.34] 那我到覺得裡面來講
[2475.34 -> 2476.86] 我覺得可以看一下抗數
[2476.86 -> 2477.46] 抗數
[2477.46 -> 2477.90] 在這裡
[2477.90 -> 2480.14] 因為現在的五十幾塊
[2480.14 -> 2481.30] 大概就是一萬多點的
[2481.30 -> 2482.34] 是幾塊的
[2482.34 -> 2483.58] 所以有點像機箭的雖然
[2483.58 -> 2483.98] 雖然五
[2483.98 -> 2484.98] 可是他的
[2484.98 -> 2485.86] EPS來講
[2485.86 -> 2487.38] 二零二六年的
[2487.38 -> 2489.26] EPS預估值大概是二點八
[2489.26 -> 2489.90] 是
[2489.90 -> 2490.90] 所以他的本意比
[2490.90 -> 2491.58] 來預估本意比
[2491.58 -> 2492.70] 大概是一倍而已
[2492.70 -> 2494.70] 我們看下一張人比較清楚
[2494.70 -> 2496.30] 就是說整個抗數裡面
[2496.30 -> 2496.94] 我們講說
[2496.94 -> 2498.94] 大概這個是一個重點
[2498.94 -> 2499.78] 也就是說
[2499.78 -> 2501.46] 沒發現在這個
[2501.46 -> 2502.98] 泡的這個機櫃裡面
[2502.98 -> 2503.58] 當然這個
[2503.58 -> 2505.42] 所謂的一個HVDC
[2505.42 -> 2506.86] 就是400分800分的
[2506.86 -> 2508.82] 這個所謂的電源機櫃
[2508.82 -> 2509.46] 對不對
[2509.46 -> 2510.42] 那下面來講
[2510.42 -> 2512.42] 就會搭配這個BPU
[2512.42 -> 2513.06] 對
[2513.06 -> 2514.18] 這BPU的會
[2514.18 -> 2516.02] 所以這個會被整合在一起
[2516.02 -> 2517.06] 對 知道中心來講
[2517.06 -> 2518.42] 它本來就是一個
[2518.42 -> 2519.86] 客戶群都在
[2519.86 -> 2520.90] 北美這一塊的
[2520.90 -> 2522.54] 謝志義的一個場
[2522.54 -> 2523.70] 所以我覺得說
[2523.70 -> 2525.50] 對他來講是
[2525.50 -> 2526.26] 這兩年我覺得
[2526.26 -> 2527.02] 蠻有機會
[2527.02 -> 2528.10] 其實抗數我們也
[2528.10 -> 2529.66] 滿熟悉的
[2529.66 -> 2530.50] 也蠻多當然
[2530.50 -> 2531.70] 有跟想過抗數
[2531.70 -> 2533.18] 不過以他的形態來看
[2533.18 -> 2535.22] 也確實不是很乾脆的
[2535.22 -> 2536.70] 一家公司
[2536.70 -> 2537.34] 那我覺得像
[2537.34 -> 2538.54] 以這種公司來講
[2538.54 -> 2539.38] 你就要
[2539.38 -> 2539.78] 一樣
[2539.78 -> 2541.18] 要找方法來做
[2541.18 -> 2541.94] 你會發現說
[2541.94 -> 2542.78] 什麼方法
[2542.78 -> 2543.98] 其實它不是不會動
[2544.94 -> 2546.42] 它是基本上
[2546.42 -> 2547.74] 只要遇到
[2547.74 -> 2548.74] 記憲
[2548.74 -> 2550.86] 碰住到記憲左右
[2550.86 -> 2552.42] 然後量有工錢
[2552.42 -> 2553.06] 它就會
[2553.06 -> 2554.02] 會有一段
[2554.02 -> 2555.66] 這一段還蠻大段的
[2555.66 -> 2556.14] 你發現
[2556.14 -> 2556.46] 比例如說
[2556.46 -> 2558.06] 這一重大概二幾塊錢
[2558.06 -> 2559.58] 碰到這一大概五十塊
[2559.58 -> 2560.36] 也大概
[2560.36 -> 2561.12] 大概大概大概
[2561.12 -> 2561.64] 大概大概大概
[2561.64 -> 2561.90] 大概大概大概
[2561.90 -> 2562.78] 但是恐怖
[2562.78 -> 2563.74] 就它會再回來
[2563.74 -> 2563.94] 對
[2563.94 -> 2564.74] 這會回來
[2564.74 -> 2565.94] 那你就可以想辦法
[2565.94 -> 2566.42] 就是做
[2566.42 -> 2567.66] 剛剛發動的這個
[2567.66 -> 2568.62] 這個未知電源
[2568.62 -> 2569.02] 就是說
[2569.02 -> 2570.18] 拉回記憲左右
[2570.18 -> 2570.98] 在公的時候
[2570.98 -> 2572.18] 它現在也是在一個
[2572.18 -> 2572.98] 所謂的營收
[2572.98 -> 2574.62] 可能會開始爆發起
[2574.62 -> 2575.58] 所以這個落點來講
[2575.58 -> 2576.74] 之前有這樣的一個
[2576.74 -> 2578.58] 一個狀況
[2578.58 -> 2579.58] 最近來講
[2579.58 -> 2580.30] 你的發現
[2580.30 -> 2581.10] 前一次在這裡
[2581.10 -> 2582.06] 對不對
[2582.06 -> 2583.70] 現在又回來
[2583.70 -> 2584.82] 從七十一塊回來
[2584.82 -> 2586.30] 又回到五十一塊
[2586.30 -> 2586.90] 對
[2586.90 -> 2587.78] 那今天來講
[2587.78 -> 2590.34] 它是出現一個紅棒
[2590.34 -> 2590.90] 對不對
[2590.90 -> 2591.14] 紅棒
[2591.14 -> 2593.22] 那剛好是處理到記憲
[2593.22 -> 2594.22] 工上也有
[2594.22 -> 2595.62] 公過所謂的預限
[2595.62 -> 2596.34] 所以我覺得說
[2596.34 -> 2597.42] 它有機會
[2597.42 -> 2598.82] 等於是在這來講
[2598.82 -> 2600.10] 在拉過七十的機會
[2600.10 -> 2600.82] 當的滿大
[2600.82 -> 2602.18] 所以就是可以
[2602.18 -> 2604.38] 找到這樣的一個方法
[2604.38 -> 2605.94] 找到說比較安全的點
[2605.94 -> 2607.30] 大概都會記憲
[2607.30 -> 2609.06] 然後如果它的營收
[2609.06 -> 2610.10] 去就爆發的話
[2610.10 -> 2611.14] 介紹我覺得這種古票
[2611.14 -> 2612.30] 當然其實你的大好
[2612.30 -> 2613.90] 都是立即在一個
[2613.90 -> 2614.82] 為率
[2614.82 -> 2615.78] 當然一樣
[2615.78 -> 2616.86] 如果破下去了
[2616.86 -> 2617.66] 停順也好
[2617.66 -> 2618.66] 沒錯
[2618.66 -> 2618.78] 好
[2618.78 -> 2620.54] 我很久沒有講升級
[2620.54 -> 2621.18] 可是升級的也是
[2621.18 -> 2622.82] 也要古的就要化妖
[2622.82 -> 2623.62] 那升級裡面
[2623.62 -> 2624.82] 我也是發現說
[2624.82 -> 2625.34] 最起床
[2625.34 -> 2626.82] 升級突然間有一只
[2626.82 -> 2627.94] 一直古票可以
