---
source_url: https://www.youtube.com/watch?v=kMQpMKFxXkM
source_kind: youtube-transcript
ingested: 2026-07-13
sha256: 486e09adfa58d0a51770b74a6a7b945fe159881e71f104d5744b6bca7134459a
model: faster-whisper / Systran-faster-whisper-tiny / int8
language: zh
duration_seconds: 2918.784000
quality: medium
---

[原始檔案位置: ~/ob_repos/yt-podcast-pipeline/transcripts/kMQpMKFxXkM_fw.txt]

注意:
- 來源: 「理財達人秀 EBCmoneyshow」頻道
[1853.26 -> 1854.46] 那麼以細金人來講
[1854.46 -> 1856.46] 今天也是長3點
[1856.46 -> 1858.96] 多 prima的P overd身網
[1858.96 -> 1860.30] 今天4點
[1860.30 -> 1861.98] 現在這樣子的事情好多
[1861.98 -> 1862.30] 很多
[1862.30 -> 1863.84] 但我覺得以坤球進來講
[1863.84 -> 1864.72] 你也不用太意外
[1864.72 -> 1866.04] 因為它這裡的冠性
[1866.04 -> 1869.52] 你不覺得好像小朋友都看得出來
[1869.52 -> 1870.34] 所以帶著要回律
[1870.34 -> 1871.84] 限市好買點嗎
[1871.84 -> 1872.16] 同樣的
[1872.16 -> 1873.22] 我們就希望他得多一點
[1873.22 -> 1874.58] 他得到越線的位置
[1874.58 -> 1876.06] 對我來講會是好買
[1876.06 -> 1878.02] 所以股價在上漲的過程裡面
[1878.02 -> 1879.34] 這種大股票真的不用追
[1879.34 -> 1882.32] 要作價值等他回港回 college
[1882.32 -> 1883.22] 而且大呼
[1883.22 -> 1885.58] 在這邊連續三個禮拜都沒有跑掉
[1885.58 -> 1887.86] 所以祝我股價真的有回到越線的話
[1887.86 -> 1889.06] 天吃兩集
[1889.06 -> 1890.90] 那麼如果你以這種高價股高
[1890.90 -> 1891.86] 會結不敢做的話
[1891.86 -> 1894.30] 我覺得三年一六的家金也可以看一下
[1894.30 -> 1896.42] 通常會去大家做比較是六一八的核心
[1896.42 -> 1898.18] 核心為什麼今天想加金
[1898.18 -> 1899.74] 為什麼因為核心也是在右上講
[1899.74 -> 1901.46] 我們不需要兩檔在右上講
[1901.46 -> 1902.10] 不鼓勵
[1902.10 -> 1903.98] 還有小明通學想得很遭到
[1903.98 -> 1905.70] 我們還是挑一些未接低的
[1905.70 -> 1908.10] 雖然股價跌破越線不用急著接到
[1908.10 -> 1909.82] 可是因為距離自現也很近
[1909.82 -> 1911.54] 所以下方是有支撐的
[1911.54 -> 1914.58] 那我認為既來核心能夠長到右上講
[1914.58 -> 1916.18] 同樣在做八寸細菁人
[1916.18 -> 1917.70] 探話系累晶的加金
[1917.70 -> 1920.82] 應該也有這個前例可以去往前到挑戰
[1920.82 -> 1922.98] 所以一樣的一一八到一五三
[1922.98 -> 1925.46] 上方大概也還有二十趴左右的空間
[1925.46 -> 1928.02] 因此在做這些長價的題材
[1928.02 -> 1929.86] 不管是被動員見貨細菁人
[1929.86 -> 1932.02] 我們都可以用看大做小的邏輯
[1932.02 -> 1933.62] 趁著股價回答的時候
[1933.62 -> 1934.66] 早幾位來減便
[1934.66 -> 1934.98] 好
[1934.98 -> 1937.30] 細菁人看起來就跟剛剛過去長的不一樣
[1937.30 -> 1940.02] 來回很多次來測越線
[1940.02 -> 1941.30] 每次測越線就是一個好
[1941.30 -> 1942.10] 機會
[1942.10 -> 1942.34] 沒有錯
[1942.34 -> 1943.54] 非常謝謝小明同學
[1943.54 -> 1944.02] 謝謝
[1944.82 -> 1947.78] 小明同學一樣是滿滿的送信心
[1947.78 -> 1949.38] 當然以CPU來說
[1949.38 -> 1950.98] 零售有沒有大幅的增加
[1950.98 -> 1952.42] 其實家屬沒有那麼多
[1952.42 -> 1954.18] 但是我們就優先選
[1954.18 -> 1956.14] 今年零售有在做成長的
[1956.14 -> 1957.70] 法人有回頭的
[1957.70 -> 1958.90] 哇 探開圖一看
[1958.90 -> 1961.62] 很多都在比較右下角的位置
[1961.62 -> 1963.14] 不方先試試擔
[1963.14 -> 1964.10] 也沒有看看
[1964.10 -> 1966.74] 在第三季有機會來一個所謂的決定
[1966.74 -> 1967.78] 大反攻
[1967.78 -> 1968.50] 那另外呢
[1968.50 -> 1969.54] 從高檔回落的
[1969.54 -> 1971.54] 就是被動員間跟細菁人了
[1971.54 -> 1973.54] 其實細菁人每次都很容易打到
[1973.54 -> 1974.74] 越線又上去
[1974.74 -> 1976.02] 所以回黨要把他試圍
[1976.02 -> 1977.30] 是一個好的低階機會
[1977.30 -> 1979.14] 而被動員間長了這麼久
[1979.14 -> 1979.70] 雖然呢
[1979.70 -> 1981.54] 這次的回黨看起來比較深
[1981.54 -> 1983.62] 可是龍頭股有其價值
[1983.62 -> 1984.58] 提供給您做
[1984.58 -> 1985.62] 詢谷參考了
[1985.62 -> 1986.50] 好 廣告回來
[1986.50 -> 1987.78] 信龍也要上場了
[1987.78 -> 1989.22] 就來來檢驗一下吧
[1989.22 -> 1990.02] 雖新
[1990.02 -> 1991.54] 连韓國的官員都說
[1991.54 -> 1993.94] 不不會是暫時利多以實現
[1993.94 -> 1995.30] 回看台灣的基礎
[1995.30 -> 1997.14] 其實今天一開排是滿強的
[1997.14 -> 1998.66] 但大負的持股
[1998.66 -> 2000.66] 有一點點不一樣
[2000.66 -> 2002.66] 等一下來交您做分別了
[2009.99 -> 2012.79] 好 今天台股跟著韓國一起跌下來
[2012.79 -> 2014.47] 所以順便來檢驗一下吧
[2014.47 -> 2017.11] 三星真的賺非常多
[2017.11 -> 2018.31] 台灣的基礎場上
[2018.31 -> 2019.27] 其實也結束一些
[2019.27 -> 2021.19] 六月雲收的也都非常漂亮
[2021.19 -> 2023.67] 那到底後續還能不能再撞高
[2023.67 -> 2025.19] 以及發歌前陣子
[2025.19 -> 2026.39] 以及修正的一大段
[2026.39 -> 2027.59] 今天出席囉
[2027.59 -> 2030.39] 出席後反而有先跌先指跌的味道
[2030.39 -> 2031.75] 而且大負喜歡
[2031.75 -> 2032.95] IC設計
[2032.95 -> 2034.07] 所以來請教陷容了
[2034.07 -> 2035.83] 你今天沒有帶
[2035.83 -> 2039.11] 陣子就一個很奇妙的現象
[2039.11 -> 2041.27] 帶陣子的陷容會加持股
[2041.27 -> 2043.59] 沒有帶陣子的陷容會比較小
[2043.59 -> 2044.55] 11點
[2044.55 -> 2045.91] 好 那是星
[2045.91 -> 2049.91] 今天是一個明明大賺去大帥車的狀態
[2049.91 -> 2051.59] 那基礎到底有沒有怎麼來算
[2051.59 -> 2052.39] 支撐價
[2052.39 -> 2055.27] 以及發歌是不是有先跌先指跌
[2055.27 -> 2056.79] 帶動我們的IC設計呢
[2056.79 -> 2058.47] 好的 那第一個我們先來看到
[2058.47 -> 2061.19] 今天整個亞洲服務是一片的一個產率
[2061.19 -> 2064.39] 重災區源頭就是三星的部分
[2064.39 -> 2065.99] 那三星今天是公布出來
[2065.99 -> 2067.19] 第二季的財報
[2067.19 -> 2068.31] 非常地亮眼
[2068.31 -> 2071.19] 因收年增率129%重點是
[2071.19 -> 2074.15] 獲利達到584億美金
[2074.15 -> 2077.11] 這個數字居然比會達賺的還要更多
[2077.11 -> 2079.35] 那年增率更是達到金人的
[2079.35 -> 2081.51] 18倍的數字
[2081.51 -> 2082.07] 可是呢
[2082.07 -> 2084.87] 為什麼這麼好這個獲利數字公布出來
[2084.87 -> 2087.75] 然後還有還可以還利是說到美國掛牌
[2087.75 -> 2089.75] 目前兩百八十億的資金
[2089.75 -> 2092.55] 結果股價今天是雙雙的重挫
[2092.55 -> 2095.03] 收盤的時候三星是跌了6.9%
[2095.03 -> 2097.35] 盤中一度又跌超過8%
[2097.35 -> 2098.63] 融斷下去了
[2098.63 -> 2100.87] 那我認為這個地方很多人說
[2100.87 -> 2102.79] 就是長多了地多出境
[2102.79 -> 2104.07] 其實最重要的原因
[2104.07 -> 2106.71] 應該是上個禮拜還記得韓國中頭
[2106.71 -> 2107.35] 比在明
[2107.35 -> 2108.95] 居然他一個記者會
[2108.95 -> 2110.87] 把三星把在海利市通通
[2110.87 -> 2111.83] 就過來說
[2111.83 -> 2114.07] 要這個地方發布一個
[2114.07 -> 2117.43] 兩千照韓元的超級投資計畫
[2117.43 -> 2119.11] 那這裡面記憶體的部分
[2119.11 -> 2120.87] 跟受到主目800照
[2120.87 -> 2123.67] 這地方要投資記憶體擴充產能
[2123.67 -> 2126.07] 目標是5年之類的產能要這地方
[2126.07 -> 2127.35] 再翻給一倍
[2127.35 -> 2129.11] 那這個消息一出來
[2129.11 -> 2131.35] 讓很多記憶體長期投資人
[2131.35 -> 2133.11] 這地方開始擔心
[2133.11 -> 2134.55] 因為原本這波記憶體
[2134.55 -> 2135.99] 這一路的長上來
[2135.99 -> 2136.95] 大家都認為
[2136.95 -> 2139.11] AID需求還在持續的引爆
[2139.11 -> 2140.79] 有機會去脫離過去
[2140.79 -> 2141.75] 整齊大齊
[2141.75 -> 2143.27] 都要弱著數命
[2143.27 -> 2145.43] 所以記憶體這波的景氣
[2145.43 -> 2146.95] 應該可以走得比較長久
[2146.95 -> 2148.63] 但是就是AID在民宣布
[2148.63 -> 2151.03] 兩個兩千照的一個大投資計畫
[2151.03 -> 2152.95] 超級投資計畫一出來
[2152.95 -> 2154.55] 大家開始擔心
[2154.55 -> 2156.39] 好像還是難以擺脫這種
[2156.39 -> 2158.63] 景氣大齊大落的數名
[2158.63 -> 2160.39] 那如果不能夠擺脫的話
[2160.39 -> 2161.27] 問題就來來
[2161.27 -> 2162.47] 因為景氣型韓國
[2162.47 -> 2164.55] 應該說所有的長價提供
[2164.55 -> 2165.99] 才股的操作型法
[2165.99 -> 2167.83] 今天跟大家來附席一次
[2167.83 -> 2169.67] 第一個當一開始需求
[2169.67 -> 2171.99] 開始上升暴價也在上漲
[2171.99 -> 2173.27] 可是你看營收獲利
[2173.27 -> 2175.35] 都沒有反應到這個部分的時候
[2175.35 -> 2178.79] 這其實是股價最甜美的出生段的走勢
[2178.79 -> 2180.31] 開始漲上去之後
[2180.31 -> 2182.07] 當然中間會休息一下
[2182.07 -> 2184.95] 等到後面營收開始也公布出來
[2184.95 -> 2186.07] 大幅度成漲
[2186.07 -> 2187.67] 包括也在穩步上洋
[2187.67 -> 2190.55] 可以進入到股價的主生段階段
[2190.55 -> 2191.75] 繼續的走高
[2191.75 -> 2192.87] 那等到營收
[2192.87 -> 2194.39] 公布完3個月之後
[2194.39 -> 2196.31] 貨利數字再公布出來
[2196.31 -> 2196.95] 那這時候
[2196.95 -> 2198.47] 貨利大幅度成漲
[2198.47 -> 2200.79] 可是漲幅越來越趨緩的時候
[2200.79 -> 2203.51] 可能股價就開始進入到墨升段
[2203.51 -> 2204.31] 那什麼時候
[2204.31 -> 2205.91] 會結束會做頭呢
[2205.91 -> 2208.39] 就是如果看到相關的場上
[2208.39 -> 2208.91] 通通
[2208.91 -> 2210.47] 這地方賺到錢了
[2210.47 -> 2212.55] 就看大幅度擴充產能
[2212.55 -> 2214.47] 大家就會開始擔心
[2214.47 -> 2217.03] 緊器未來會反轉的營優
[2217.03 -> 2219.27] 所以目前記憶體股的部分
[2219.27 -> 2221.19] 我認為是在處於墨升段
[2221.19 -> 2222.79] 貨利大幅度成漲
[2222.79 -> 2225.59] 這地方爆價漲幅開始慢慢的趨緩
[2225.59 -> 2228.23] 但是因為理戰民的動作出來
[2228.23 -> 2229.35] 大家開始擔心
[2229.35 -> 2231.67] 投部區是不是要提前哪一項
[2231.67 -> 2234.07] 所以為什麼做三星公布出來
[2234.07 -> 2235.75] 才把這麼亮利股價
[2235.75 -> 2238.07] 反而大家趁機這個地方跑獲
[2238.07 -> 2239.91] 原來我覺得在這個地方
[2239.91 -> 2241.83] 但是有可能是一個市場氣氛
[2241.83 -> 2242.31] 對不對
[2242.31 -> 2244.55] 因為要擴產也沒有那麼快可以出來
[2244.55 -> 2245.99] 加上AI的運用現在看起來
[2245.99 -> 2248.47] 對機體真的是非常非常的大需求
[2248.47 -> 2251.35] 當然說說目前還在墨升段的階段
[2251.35 -> 2252.63] 因為未來一年
[2252.63 -> 2253.67] 這地方記憶體
[2253.67 -> 2255.03] 還是應該公布應求
[2255.03 -> 2256.15] 爆價還是會呈現
[2256.15 -> 2257.51] 反省的階段
[2257.51 -> 2259.51] 但是畢竟這地方
[2259.51 -> 2260.87] 這個數字太經的
[2260.87 -> 2262.87] 8000噪含元算算台畢業
[2262.87 -> 2264.95] 超過16噪的一個資金
[2264.95 -> 2266.07] 所以這個資金
[2266.07 -> 2266.71] 砸下去
[2266.71 -> 2267.99] 到時候記憶體這地方
[2267.99 -> 2270.71] 攻擊大幅度增加萬一
[2270.71 -> 2272.95] 這地方真的明年開始
[2272.95 -> 2274.71] 四大雲端服務平台
[2274.71 -> 2276.71] 還有縮檢一下資本技術
[2276.71 -> 2278.31] 不要說縮檢資本支出
[2278.31 -> 2280.07] 調生的幅度開始放寬
[2280.07 -> 2281.51] 因為今年的資本支出
[2281.51 -> 2282.87] 都是比去年倍增
[2282.87 -> 2283.43] 那明年
[2283.43 -> 2285.99] 如果說成長的幅度開始區塊
[2285.99 -> 2287.35] 大家就會比較擔心
[2287.35 -> 2288.47] 是不是需求
[2288.47 -> 2289.83] 開始這地方放寬
[2289.83 -> 2291.59] 可是新的產能大幅度
[2291.59 -> 2292.39] 開始出來
[2292.39 -> 2293.35] 到時候緊器
[2293.35 -> 2294.55] 供過於求的娛律
[2294.55 -> 2295.83] 就會開始在地方
[2295.83 -> 2296.87] 正式的加重
[2296.87 -> 2298.07] 目前還沒有看到
[2298.07 -> 2298.71] 所以說
[2298.71 -> 2299.99] 這地方是處在
[2299.99 -> 2301.83] 墨生端的結構當中
[2301.83 -> 2302.95] 但墨生端有時候
[2302.95 -> 2304.47] 這地方下降低管
[2304.47 -> 2305.35] 一直在一切
[2305.35 -> 2305.83] 第二地步
[2305.83 -> 2306.95] 一直掌個沒完沒了
[2306.95 -> 2307.99] 也是有可能
[2307.99 -> 2309.35] 但是操作難度
[2309.35 -> 2310.71] 自然會變得很高
[2310.71 -> 2311.91] 這一點要注意
[2311.91 -> 2313.27] 不過這個部分是屬於
[2313.27 -> 2314.63] 記憶體製造產
[2314.63 -> 2315.67] 有一個族群
[2315.67 -> 2316.79] 摩族產的部分
[2316.79 -> 2318.07] 我還是會提醒大家
[2318.07 -> 2318.95] 要相信你
[2318.95 -> 2319.51] 你覺得說
[2319.51 -> 2319.91] 對啊
[2319.91 -> 2320.47] 因為你看
[2320.47 -> 2321.67] 營收公布出來
[2321.67 -> 2322.71] 為剛拉一點
[2322.71 -> 2323.75] 一直在創新高
[2323.75 -> 2325.27] 可能不加不動了
[2325.27 -> 2326.07] 原因在哪裡
[2326.07 -> 2327.51] 因為對摩族產來講
[2327.51 -> 2328.47] 它的獲利是
[2328.47 -> 2329.43] 最好的時刻
[2329.43 -> 2330.79] 都在那樣爆架
[2330.79 -> 2332.47] 爆漲的黃金奇
[2332.47 -> 2332.95] 這時候
[2332.95 -> 2333.99] 他們的產品
[2333.99 -> 2335.19] 生產出來的摩族
[2335.19 -> 2335.59] 哇
[2335.59 -> 2336.87] 是用高架賣出
[2336.87 -> 2337.67] 可是手上
[2337.67 -> 2339.27] 它的成本是用這地方
[2339.27 -> 2340.95] 低價進來的庫存顆粒
[2340.95 -> 2341.43] 這時候
[2341.43 -> 2342.71] 毛利會轉到爆
[2342.71 -> 2343.91] 但是當掌服
[2343.91 -> 2344.87] 而向這地方
[2344.87 -> 2346.15] 第三月分鐘
[2346.15 -> 2347.67] 開始慢慢趨緩了
[2347.67 -> 2348.47] 那等到
[2348.47 -> 2349.59] 你低價庫存
[2349.59 -> 2350.95] 總有用完的時候
[2350.95 -> 2352.47] 的時候就注意
[2352.47 -> 2353.35] 高架的摩族
[2353.35 -> 2354.31] 你還是繼續出
[2354.31 -> 2354.79] 爆架
[2354.79 -> 2355.91] 這個還是在上架
[2355.91 -> 2356.79] 所以你看營收
[2356.79 -> 2357.67] 是公布出來
[2357.67 -> 2358.87] 繼續創新高
[2358.87 -> 2360.15] 但是能當哪一天
[2360.15 -> 2360.95] 你的庫存
[2360.95 -> 2362.39] 顆粒用高架的時候
[2362.39 -> 2363.51] 你就會發現到
[2363.51 -> 2363.99] 毛利率
[2363.99 -> 2365.75] 到時候就會大幅度下滑
[2365.75 -> 2366.55] 那時間點
[2366.55 -> 2368.31] 可能再下半年會看到
[2368.31 -> 2369.51] 所以最近來看的話
[2369.51 -> 2370.23] 這地方
[2370.23 -> 2371.35] 記憶體股的部分
[2371.35 -> 2372.39] 我們也是這地方
[2372.39 -> 2373.51] 切開來
[2373.51 -> 2375.03] 上面製造的部分
[2375.03 -> 2376.63] 中間夾了一檔艾普
[2376.63 -> 2378.63] 那下面模組的部分
[2378.63 -> 2379.51] 那我認為說
[2379.51 -> 2380.87] 目前南亞科化
[2380.87 -> 2382.23] 幫田化紅利機
[2382.23 -> 2383.27] 基本面的部分
[2383.27 -> 2384.47] 比較沒有問題
[2384.47 -> 2385.83] 那為剛創建
[2385.83 -> 2386.87] 一點群連結
[2386.87 -> 2388.07] 模組長的部分
[2388.07 -> 2389.43] 可能最近的地方
[2389.43 -> 2390.79] 就要比較注意
[2390.79 -> 2391.91] 小心一點
[2391.91 -> 2393.19] 所以那操作
[2393.19 -> 2394.23] 車略上面當然
[2394.23 -> 2394.79] 這地方
[2394.79 -> 2396.95] 最近難度都會比較高
[2396.95 -> 2398.95] 因為我們很重視大護臭
[2398.95 -> 2400.79] 但是從這張表不管上面
[2400.79 -> 2401.51] 還有下面
[2401.51 -> 2404.07] 大護看起來是離場居多
[2404.07 -> 2406.07] 顯見的他們有一點擔心
[2406.07 -> 2406.95] 這個問題
[2406.95 -> 2407.51] 沒錯
[2407.51 -> 2408.47] 那就是我說
[2408.47 -> 2409.11] 這地方
[2409.11 -> 2410.07] 遠營都在於
[2410.07 -> 2411.27] 你在營這地方
[2411.27 -> 2412.71] 可以給超級投資機
[2412.71 -> 2413.51] 所以它就對了
[2413.51 -> 2414.47] 下到大街了
[2414.47 -> 2415.03] 對
[2415.03 -> 2415.99] 所以這個部分
[2415.99 -> 2417.19] 操作就有什麼問題
[2417.19 -> 2418.15] 因為這邊的話
[2418.15 -> 2419.51] 你是有告訴我們可以的
[2419.51 -> 2419.99] 對不對
[2419.99 -> 2421.51] 第一次五月五號的時候
[2421.51 -> 2422.95] 塗駕這地方剛好
[2422.95 -> 2424.31] 整理的三個多月
[2424.31 -> 2425.91] 然後營收開始出來
[2425.91 -> 2428.07] 護理數字也開始要準備這地方
[2428.07 -> 2429.11] 大幅度成長
[2429.11 -> 2429.99] 塗駕一開始
[2429.99 -> 2431.83] 大護靜護回來之後
[2431.83 -> 2433.59] 先發動一波掌勢
[2433.59 -> 2435.27] 但是從200多塊
[2435.27 -> 2437.51] 這邊拉回又在工一次之後
[2437.51 -> 2438.71] 長到500.5塊
[2438.71 -> 2439.27] 這地方
[2439.27 -> 2440.87] 每次過高齊型的發現
[2440.87 -> 2442.47] 短線都可以先買一趟
[2442.47 -> 2444.07] 那關鍵轉車出現在
[2444.07 -> 2444.79] 這個地方
[2444.79 -> 2447.11] 就是離戰明這地方宣佈說
[2447.11 -> 2448.47] 超級投資機化
[2448.47 -> 2449.27] 那天股價
[2449.27 -> 2450.39] 一跟沙甲去
[2450.39 -> 2451.91] 把這裡一跟JK
[2451.91 -> 2452.79] 這十字線
[2452.79 -> 2454.63] 6月24號那天的十字線
[2454.63 -> 2455.83] 本來戰彈換手環
[2455.83 -> 2456.79] 有機會要公了
[2456.79 -> 2458.47] 阿奈跟長黑又跌破
[2458.47 -> 2459.51] 所以目前來看
[2459.51 -> 2460.15] 南亞科
[2460.15 -> 2462.23] 結構稍微有一點被破壞掉
[2462.23 -> 2463.43] 那通常我們的操作
[2463.43 -> 2464.07] 就是這樣
[2464.07 -> 2465.67] 轉強了自然就買
[2465.67 -> 2467.19] 疊破支撐防收點
[2467.19 -> 2468.47] 就先停立出場
[2468.47 -> 2470.15] 目前我會建議大家
[2470.15 -> 2471.03] 記憶體
[2471.03 -> 2472.31] 製造場的部分
[2472.31 -> 2474.15] 南亞科拉滑方天這一組
[2474.15 -> 2475.35] 先持應保態
[2475.35 -> 2476.87] 但並不是說看壞
[2476.87 -> 2478.07] 我們是在等待
[2478.07 -> 2479.27] 下一次的地方
[2479.27 -> 2480.47] 有轉強的機會
[2480.47 -> 2481.99] 那轉強機會在哪裡呢
[2481.99 -> 2482.95] 之前教過
[2482.95 -> 2483.51] 如果說
[2483.51 -> 2485.43] 一跟JK撒下來使盤
[2485.43 -> 2486.15] 過兩天
[2486.15 -> 2487.59] 突然這地方能夠
[2487.59 -> 2488.39] 工上去
[2488.39 -> 2489.91] 過這跟JK的高點
[2489.91 -> 2491.43] 通常股價就太表說
[2491.43 -> 2493.35] 這時候利用力空使盤玩
[2493.35 -> 2494.87] 又會有再度轉強機會
[2494.87 -> 2495.43] 所以我們說
[2495.43 -> 2495.99] 這地方
[2495.99 -> 2497.35] 記憶體製造的部分
[2497.35 -> 2499.27] 還是可以持續觀察
[2499.27 -> 2500.31] 那再來看到
[2500.31 -> 2501.43] 魔族場的部分
[2501.43 -> 2502.79] 這個地方最近就是
[2502.79 -> 2503.59] 很溫暖
[2503.59 -> 2503.91] 對啊
[2503.91 -> 2504.87] 營收工不出來
[2504.87 -> 2505.67] 都在創新
[2505.67 -> 2506.31] 然後創新
[2506.31 -> 2507.91] 高的股價都過不了
[2507.91 -> 2508.71] 高的低
[2508.71 -> 2509.91] 3月份的高點
[2509.91 -> 2510.55] 可是你看
[2510.55 -> 2511.51] 頭頭低的話
[2511.51 -> 2512.87] 還有有低低高的一個
[2512.87 -> 2513.35] 味道
[2513.35 -> 2514.07] 三十幾個
[2514.07 -> 2514.79] 所以是盤子
[2514.79 -> 2516.31] 就是個收連三角形
[2516.31 -> 2517.83] 快要到極限了
[2517.83 -> 2519.19] 那這個部分就去注意
[2519.19 -> 2520.15] 當然6月份
[2520.15 -> 2521.59] 營收212%
[2521.59 -> 2523.59] 能連爭率越爭率是3月
[2523.59 -> 2524.59] 2月
[2524.59 -> 2524.87] 還想漂亮
[2524.87 -> 2526.71] 目前收連三角形在這裡
[2526.71 -> 2528.55] 那我們就要去注意一下
[2528.55 -> 2531.19] 目前有頭頭低的一個線下
[2531.19 -> 2533.03] 但是也有低底高的味道
[2533.03 -> 2534.39] 那如果說萬一
[2534.39 -> 2535.67] 潛力波的一個低點
[2535.67 -> 2536.23] 去給他
[2536.23 -> 2537.19] 疊破下去
[2537.19 -> 2538.15] 這就變成反彈
[2538.15 -> 2539.11] 過不了到
[2539.11 -> 2540.23] 疊下去會破錢
[2540.23 -> 2541.51] 低變低低低的味道
[2541.51 -> 2542.87] 現象出現的時候
[2542.87 -> 2543.99] 這個地方就到時候
[2543.99 -> 2545.19] 特別小心了
[2545.19 -> 2546.55] 大護潰要跑光
[2546.55 -> 2548.79] 會不會勿急必反回來不
[2548.79 -> 2549.67] 目前來看
[2549.67 -> 2551.67] 真的是從4月份以來
[2551.67 -> 2553.27] 就是一路的一個減低
[2553.27 -> 2554.87] 而且簡單還蠻鬆的
[2554.87 -> 2556.31] 那相較之下這地方
[2556.31 -> 2558.47] 看到南亞哥是一家馬
[2558.47 -> 2559.67] 一家馬
[2559.67 -> 2560.87] 一家馬
[2560.87 -> 2561.67] 一家馬
[2561.67 -> 2562.31] 所以我說
[2562.31 -> 2563.11] 記憶體的部分
[2563.11 -> 2564.95] 如果說未來還是要操作的話
[2564.95 -> 2566.47] 還是一個上流的跡象
[2566.47 -> 2568.07] 還會比較有力一些
[2568.07 -> 2568.87] 這一點是
[2568.87 -> 2570.47] 超多記憶體的投資
[2570.47 -> 2571.83] 朋友來做個參考
[2571.83 -> 2572.15] 好
[2572.15 -> 2573.67] 喜歡的話還是看上流
[2573.67 -> 2574.63] 或者是
[2574.63 -> 2575.43] 我們來看一下
[2575.43 -> 2575.99] 發歌
[2575.99 -> 2576.79] 因為發歌最近
[2576.79 -> 2578.31] 有一段時間也疊
[2578.31 -> 2579.43] 那跌當然
[2579.43 -> 2580.79] 你進現好的距離
[2580.79 -> 2582.15] 不過他今天出席
[2582.15 -> 2583.91] 今天出席看出了什麼端力
[2583.91 -> 2584.31] 好的
[2584.31 -> 2585.75] 你看到一股價的部分
[2585.75 -> 2587.35] 先前講到4970週
[2587.35 -> 2589.19] 哇一度也跌破4千塊
[2589.19 -> 2590.63] 就是回港的將近快
[2590.63 -> 2592.63] 兩層幅度也算是蠻神的
[2592.63 -> 2594.71] 不過今天是早盤一度天洗完
[2594.71 -> 2596.71] 然後大盤後來撒下天先點
[2596.71 -> 2597.67] 跟著翻黑
[2597.67 -> 2598.47] 那回盤呢
[2598.47 -> 2600.47] 也有一點下行線的味道
[2600.47 -> 2601.75] 開始來做出來
[2601.75 -> 2602.71] 所以目前來看
[2602.71 -> 2603.91] 低檔我們可以說
[2603.91 -> 2605.03] 還是有手的
[2605.03 -> 2605.91] 最主要的部分
[2605.91 -> 2607.43] 那現在外資預估說
[2607.43 -> 2609.27] 明年SK的規模
[2609.27 -> 2610.47] 先前直顧記
[2610.47 -> 2612.95] 這地方700到800億美金
[2612.95 -> 2614.55] 是戰略大概十到15%
[2614.55 -> 2616.79] 這相關的營收可以達到120億
[2616.79 -> 2619.59] 那未來還是會有繼續上休的空間
[2619.59 -> 2621.11] 所以可以看到這個地方
[2621.11 -> 2622.87] 最近股價拉回來
[2622.87 -> 2624.55] 那剛好已經回測
[2624.55 -> 2625.91] 這個多方缺口
[2625.91 -> 2626.79] 回測完之後
[2626.79 -> 2627.99] 前一天的一個低點
[2627.99 -> 2629.03] 這個小時之間
[2629.03 -> 2630.63] 目前來看沒有疊破
[2630.63 -> 2631.59] 所以我認為說
[2631.59 -> 2633.83] 零發歌股價這波長上來
[2633.83 -> 2635.03] 先做休息整理
[2635.03 -> 2636.31] 但是多方結構
[2636.31 -> 2638.31] 目前來看還沒有被破壞
[2638.31 -> 2639.11] 那就等待
[2639.11 -> 2640.71] 大戶目前先做檢查
[2640.71 -> 2641.19] 如果說
[2641.19 -> 2642.47] 也有連續兩週開始
[2642.47 -> 2643.27] 整齒的話
[2643.27 -> 2644.71] 伍價就會有機會
[2644.71 -> 2646.15] 發動一波公司上去
[2646.15 -> 2646.63] 所以我覺得
[2646.63 -> 2648.23] 愛希社技族群的部分
[2648.23 -> 2650.07] 接下來如果連打顆又上去
[2650.07 -> 2651.43] 其實最近的看到
[2651.43 -> 2653.19] 蠻多愛希社技的部分
[2653.19 -> 2655.03] 有大戶開始的地方進貨
[2655.03 -> 2657.03] 我覺得倒是可以多加來做留意
[2657.03 -> 2658.63] 因為最近觀察這種所謂的
[2658.63 -> 2659.67] 主力或大戶怎麼好
[2659.67 -> 2661.51] 好像都是退場的比較多
[2661.51 -> 2663.51] 所以我們多族群已經在退場
[2663.51 -> 2664.27] 但是看他
[2664.27 -> 2666.07] 愛希社技族群的部分
[2666.07 -> 2667.75] 最近看到偉權電
[2667.75 -> 2668.31] 原象
[2668.31 -> 2669.59] 零通想說
[2669.59 -> 2670.79] 都有連續三週
[2670.79 -> 2671.59] 在整齒
[2671.59 -> 2674.23] 包括立即創為連續兩週
[2674.23 -> 2676.31] 上立望跟視頻這一組
[2676.31 -> 2678.47] 這個IP跟SKIC的部分
[2678.47 -> 2680.79] 也有這地方開始回忍的機箱
[2680.79 -> 2682.15] 這裡面當然
[2682.15 -> 2683.51] 也幾有好有壞
[2683.51 -> 2685.75] 但是我們發現有幾當股票
[2685.75 -> 2686.71] 最近這地方
[2686.71 -> 2687.91] 高股系的替財
[2687.91 -> 2690.23] 好像開始來做假文了
[2690.23 -> 2691.03] 那裡面
[2691.03 -> 2692.15] 指標股的部分
[2692.15 -> 2692.95] 今天大盤
